rowid,date,client,bank,rating,review,sentiment,service,issue
384,2024-02-07 13:39:11,Apple,Trust,5.0,I love the new design. Super clean and faster than before. Keep it up!,Positive,App,-
386,2023-09-18 23:36:15,Apple,Trust,5.0,"Nice card to have, with all the perks and benefit. 
Credit availability and flexibility is there too. 👍🏻 
Rewards is good too.",Positive,App,-
387,2022-12-14 12:36:26,Apple,Trust,5.0,"for people that doesn’t have passioncard nor visa, it’s recommended to get this. its even free",Neutral,App,Other
388,2022-09-01 13:34:22,Apple,Trust,5.0,"Awesome app - easy to use and very short waiting time. Nothing to complain about, absolutely LOVED it!",Positive,App,-
389,2022-11-29 17:50:02,Apple,Trust,4.0,Can i check why log in via singpass keep on error?,Negative,App,Login issues
390,2023-05-20 03:22:06,Apple,Trust,3.0,Find it strange that with so many 1 Star ratings and so many critical reviews and complaints that it’s a 4.8 rating for the app? Would the app developer care to explain,Negative,App,Other
391,2023-06-28 07:55:07,Apple,Trust,2.0,"Spent in Malaysia on 10-May. Google rate is 3.35, money changers is 3.25, Trust rate is only 3.001. very disappointed. should have used my other cards that gave much better rates. And Trust still advertise that their rate is similar to Google's.",Negative,Banking,Interest rate concerns
392,2022-10-15 02:33:11,Apple,Trust,5.0,The UXP is good. I’m waiting for the credit card launch.,Neutral,Pending credit,-
393,2022-11-26 03:48:07,Apple,Trust,1.0,"It forces you to use phone app. You can’t do anything otherwise. They don’t even offer iPad app. 
Vision abilities deteriorate as you are aging and I prefer internet banking via computer because font is too small on smartphone but it look like trust bank discriminates people by age",Negative,App,Other
394,2022-09-01 18:05:21,Apple,Trust,5.0,"Amazing UI/UX, the screens are all so accessible and intuitive🙂 good promotional offerings. Hope i can win the Tesla🙏🏻🙏🏻",Positive,App,-
395,2022-09-06 23:55:28,Apple,Trust,1.0,"I am not able to login in when my account was deleted due to some reasons. 

Delete apps and re-install still the same. 

Redo new registration also cannot.  Feel sad of this system.",Negative,Banking,Account issues
396,2022-09-04 15:01:11,Apple,Trust,1.0,"Mine is iPhone 8 old model but with latest iOS. The screen stuck half way of applying credit card, and cannot see button to proceed next step, so I quit..",Neutral,App,Difficulty applying credit card
397,2022-08-30 09:19:37,Apple,Trust,5.0,Fast and frictionless onboarding experience! Clean design. Card rebates and 1.4% interest rate rocks! Free 2 months insurance rocks! What's there not to love?! Trust in Trust. ❤️,Positive,App,-
398,2022-09-27 04:14:31,Apple,Trust,5.0,"Referred to many friends and received enough vouchers for next 2 months of grocery, yay!",Positive,App,-
399,2022-12-05 07:47:08,Apple,Trust,1.0,"Hi, 

Hope this help.

I kept receiving notifications but when login to the app, I don’t know what you want me to see or what you want to notify me. I don’t see new transactions and I don’t see new message. Can you improve on that? Don’t just tap me and run off…….",Neutral,App,Other
400,2022-09-06 13:31:07,Apple,Trust,5.0,Awesome experience with application process. Less documentation,Positive,App,-
401,2022-09-17 10:40:51,Apple,Trust,1.0,"that’s all I get after tapping “I Agree” to use myInfo. App hangs. Tried reinstalling, still the same issue. SingPass shows that Trust bank has retrieved my profile successfully every time. So, what went wrong?",Negative,App,Technical glitches
402,2023-03-04 12:41:22,Apple,Trust,5.0,Friendly use👍,Positive,App,-
403,2022-09-01 03:43:54,Apple,Trust,5.0,Fast & efficient,Positive,App,-
404,2022-09-11 15:15:05,Apple,Trust,5.0,"App works well, initially took quite long for application to be approved",Neutral,App,Other
405,2023-10-03 05:43:18,Apple,Trust,1.0,"After so long, the app still unable to adjust and up the credit limited. All the CR team said was unable to do it. I just don’t understand why it’s so difficult to do it. Digital banking, more like more barrier",Negative,App,"Difficulty applying credit card, savings account"
406,2023-09-26 09:03:06,Apple,Trust,5.0,Easy to use. Best is no FX charges!!!,Positive,App,-
407,2023-07-31 23:21:08,Apple,Trust,5.0,The exchange rate is better than changing cash.,Positive,App,-
408,2023-06-03 16:54:55,Apple,Trust,3.0,"Once change Touch ID/Face ID, no way to get it back except to re-download and re-login. Most bank has setting to toggle. Please add thanks",Negative,App,Other
409,2022-09-15 06:57:14,Apple,Trust,1.0,"I can’t log in after changing phone. Contact the helpline, tell me they will get back to me within 3 working days. Till now still no updates and still can’t log in. I have no way to access my money inside😡",Negative,App,Login issues
410,2022-09-04 03:38:50,Apple,Trust,1.0,"Unable to log in and keep loading even after several times trying, uninstall and reinstall the app.
Feel frustrated.",Negative,Banking,Technical glitches
411,2022-09-19 02:02:16,Apple,Trust,2.0,A reinstall is required to enable or disable biometric authentication and there is no option to update mobile number. These should be fundamental features to meet MVP.,Neutral,App,Other
412,2023-10-17 15:01:28,Apple,Trust,5.0,"Shoutout to the designers and developers, by far the best app experience out of all the banks.",Positive,App,-
413,2023-08-13 11:20:04,Apple,Trust,5.0,"Fast and hassle free
Offer attractive rates 
Will recommend more ppl to use",Positive,App,-
414,2022-12-14 12:56:55,Apple,Trust,5.0,"convenient, looking forward to card returning",Positive,App,-
415,2023-03-18 00:43:45,Apple,Trust,1.0,I made payment for my card by the due date. But the outstanding amount was still reflected on the app. I have to call the hotline to check if they received the payment or not. I do not want to be slapped w late fees for nothing.,Positive,Banking,-
416,2023-06-07 02:39:58,Apple,Trust,1.0,I applied for a cc but was rejected. Unknown reason given even when the credit report shows GX for the risk grade. They are discouraging people from getting their card before any credit card sign ups with other banks first.,Negative,Banking,Application rejection
417,2023-01-25 07:29:05,Apple,Trust,2.0,Downloaded the app but been unable to log in using Singpass without error. No help option available to get immediate support.,Negative,App,Login issues
418,2022-11-17 06:15:22,Apple,Trust,5.0,I can say the fluent user experience and app design is the best among all Singapore bank.,Positive,App,-
419,2022-12-13 00:21:17,Apple,Trust,1.0,I’ve been trying to access the app for more than a week. However it can’t load and keep showing something went wrong and tap “try again”. Doesn’t work. 😫,Negative,App,Technical glitches
420,2022-09-28 05:04:36,Apple,Trust,5.0,"Looks 100x better than OCBC app, that's why I'm here",Positive,App,-
421,2022-09-17 11:12:28,Apple,Trust,1.0,Keep showing error something went wrong at the page to click “I Agree” after allowing app to retrieve my info from SingPass”. Tried many times still the same…,Negative,App,"Difficulty applying credit card, savings account"
422,2024-03-12 01:59:17,Apple,Trust,1.0,Never have I ever experience such a lousy customer service from a bank itself and the worst bank to have a credit card with,Negative,Banking,Other
423,2023-01-09 14:47:55,Apple,Trust,1.0,What do you mean by unable to reveal reasons for my failed application of credit card? How are we going to continue earning LinkPoints? This is the first time ever in my 30 years of credit card application!!,Neutral,Banking,Other
424,2022-10-04 05:11:32,Apple,Trust,1.0,"Nobody answers the 24/7 hotline and reply to the messages sent to them.

This shouldn’t be the standard for a digital bank. There are still many other responsive digital banks out there.",Negative,Banking,Long wait times
425,2022-09-25 15:09:38,Apple,Trust,5.0,I don't need to use excel to earn the bonus linkpoints,Neutral,App,Other
426,2022-09-01 05:01:14,Apple,Trust,5.0,Linkpoints auto reflected immediately and many great value coupons!!,Positive,App,-
427,2022-09-02 02:03:29,Apple,Trust,2.0,I tried to apply for a card but the app hung at notifications after getting my info.,Negative,App,Registration and setup
428,2023-03-01 11:54:31,Apple,Trust,5.0,User friendly and easy to use.,Positive,App,-
429,2023-06-20 10:34:05,Apple,Trust,2.0,Hard to find options. I had to goggle many times just to activate paynow. Plz make it simple so that everyone can use easily,Negative,App,Other
430,2022-09-24 16:57:31,Apple,Trust,4.0,"Can’t re-activate face biometric in app after changing Face ID, have to delete and download app again",Negative,App,Registration and setup
431,2023-01-01 15:16:41,Apple,Trust,2.0,I reinstalled the app and I cannot login anymore via Singpass. Now I cannot access my account. It seems I am not the only one with this problem.,Negative,App,Login issues
432,2023-08-11 05:14:56,Apple,Trust,5.0,So far the connection is fast. Good,Positive,App,-
433,2022-09-06 10:51:36,Apple,Trust,5.0,"YZTQQZ5Y, 10 dollar each! 

This will be a great progress for our ntuc card",Positive,App,-
434,2023-01-03 13:46:51,Apple,Trust,2.0,Unable to use MyInfo to apply credit card as the app prompts error message. Something went wrong. Using iPhone 13 pro.,Negative,App,Difficulty applying credit card
435,2022-12-27 04:00:26,Apple,Trust,1.0,"Frustrating experience to use this card, can’t cancel the insurance bit. NTUC CS just ping pongs the customer back and forth. I’ll think twice abt getting their insurance products in the future.

Cancel it immediately if u can. M",Negative,App,Difficulty applying credit card
436,2022-09-01 06:45:21,Apple,Trust,5.0,Pleasant experience and easy to navigate!,Positive,App,-
437,2023-02-17 12:11:50,Apple,Trust,5.0,I paid using E wallet fast transaction and secure.,Positive,App,-
438,2023-02-22 04:47:53,Apple,Trust,2.0,They charge you 100 bucks even if you have an outstanding of 5 bucks . Ever since that I’ve stopped using the card .,Negative,Banking,Other
439,2022-09-21 09:01:56,Apple,Trust,5.0,I’m learning something new about singapore with their fun fact of the day. Cool touch! Can I add more fun facts?,Neutral,App,Other
440,2022-10-05 06:53:45,Apple,Trust,1.0,"Applied 2 weeks ago and app is still at pending page. Yet to receive any email or call from either. 

Not sure if things are really that Trustable 🤨",Negative,Banking,Long wait times
441,2022-09-19 00:23:16,Apple,Trust,5.0,By far simplest and best banking app I have ever used,Positive,App,-
442,2023-09-20 03:41:26,Apple,Trust,5.0,Simple and convenient approval process. Love it! ❤️,Positive,App,-
443,2022-09-02 14:39:32,Apple,Trust,5.0,The whole process was done in a breeze. Loving the speed!,Positive,App,-
444,2023-08-22 00:25:54,Apple,Trust,1.0,"Was trying to increase limit to consolidate local expenses, apparently it does not have increase limit feature but has DECREASE limit feature. Pffft. What a joke!",Neutral,Banking,Interest rate concerns
445,2023-01-02 21:14:21,Apple,Trust,1.0,"Hi my payment is due, and it seems I can’t login the app with my Singpass and since you have hide the credit card number(physically) I can’t pay if I don’t know the credit card number! Please help!",Negative,App,Login issues
446,2022-10-13 10:16:29,Apple,Trust,1.0,The app has seen so many updates in the last 2 weeks yet my application is still pending. Update: more than a month and still no response. Useless bank.,Neutral,App,Other
447,2022-10-09 02:30:15,Apple,Trust,2.0,"This is a Debit card not Credit Card.  So, need to put money in the account given by Trust then can use the card.

App can write review only after I uninstalled the app.",Neutral,App,Other
448,2023-01-26 04:59:07,Apple,Trust,1.0,Been trying a few times but a msg always come in saying try again later i try installing and uninstalling but it’s the same,Negative,App,Technical glitches
449,2023-01-03 02:18:52,Apple,Trust,2.0,"I’m attempting to register using Singpass, but upon the page where I authorise the usage of my personal details to fill up some forms I got an error. How do I proceed ??",Neutral,Banking,Technical glitches
450,2022-12-21 11:53:16,Apple,Trust,4.0,As my friend is EP holder but unable to proceed to open a saving account. Kindly advise.,Neutral,Banking,Account issues
451,2022-09-02 03:11:48,Apple,Trust,1.0,App says unable to proceed with credit card application without specific reason. Tried to chat with online chat help but no response.,Negative,App,Difficulty applying credit card
452,2023-11-15 05:15:06,Apple,Trust,5.0,"Easy to use. Lots of discount and 
Great offers",Positive,App,-
453,2023-09-05 23:24:41,Apple,Trust,5.0,Trust card is so good! So many surprises! I always look forward to such surprises.,Positive,App,-
454,2023-06-04 02:15:23,Apple,Trust,5.0,Excellent by service provider staff,Positive,None,-
455,2023-11-15 23:48:46,Apple,Trust,5.0,Convenience and key is no charge for withdrawal of cash,Positive,App,-
456,2022-12-10 09:51:55,Apple,Trust,1.0,"How am I supposed to believe in a digital only bank when the money I transferred to another bNk account disappears into thin air? And, the best part of it all? Transaction wasnt captured and customer service is non-existent.

Let me warn you: do not TRUST and use this app — youve been warned!",Negative,App,Account issues
457,2022-09-04 13:39:06,Apple,Trust,1.0,"I have tried several times. But everytime after approving singpass login, it got stuck and tell me to on notifications which Was already on.",Negative,App,Login issues
458,2022-09-04 10:15:08,Apple,Trust,2.0,Keep showing “enable notifications for better security” and stuck there after selecting my info,Neutral,App,Other
459,2022-12-14 12:28:42,Apple,Trust,5.0,it’s a very useful app as i run a mini business!,Positive,App,-
460,2022-10-31 02:57:52,Apple,Trust,5.0,"Trust is good, helping me interest earning, saving at fairprice and also not fees. I'm loving it!",Positive,Banking,-
461,2022-11-11 04:35:27,Apple,Trust,1.0,Trying to apply account by login my info but system goes freeze after login via SingPass and nothing can be done. Please check and troubleshoot ASAP,Negative,App,Technical glitches
462,2022-09-29 08:57:59,Apple,Trust,5.0,Please add a widget to show me offers near me,Neutral,App,Other
463,2022-09-27 04:27:40,Apple,Trust,5.0,"Reliable app, speed is good and I'm happy so far",Positive,App,-
464,2023-09-10 14:51:39,Apple,Trust,5.0,Nice surprise gift for a little spent of less than $15! Thanks,Positive,App,-
465,2022-11-02 11:55:31,Apple,Trust,2.0,"After singpass identification, the whole application stage fails as there’s an error on Trust app coming back from Singpass app. Please fix asap",Neutral,App,Singpass authentication issues
466,2022-09-03 14:41:14,Apple,Trust,1.0,As a person who apply over 70 credit card. This is the worst application and app. App still unable to open after 3/9/22 update. Ridiculous. Calling into support hanging there 10-20 mins no live agent.,Neutral,Banking,Technical glitches
467,2023-10-16 07:38:47,Apple,Trust,4.0,Face Id is not working on iphone 15 pro max need to enter passcode every time.,Negative,App,Other
468,2022-09-21 08:48:25,Apple,Trust,5.0,"Honestly, once Trust enables international transfers with 0 fees, I’m cancelling my Wise account.",Neutral,Banking,Other
469,2023-08-07 11:42:16,Apple,Trust,3.0,I love using trust card very simple n easy payment n fast !,Positive,App,-
470,2022-09-07 12:21:52,Apple,Trust,1.0,I am still waiting for my card approval. It’s been a week and you say you will get back to me in 3 business days! No sound at all.,Neutral,Banking,Long wait times
471,2023-05-28 06:28:11,Apple,Trust,1.0,"Why do we need to turn on mandatory notifications to log in, absolutely ridiculous",Neutral,App,Login issues
472,2022-09-09 15:07:40,Apple,Trust,5.0,It’s very clean but the UX can be improved. Offerings not bad… Redeemed my Gojek coupon! Thanks Trust!,Neutral,App,UI/UX
473,2022-12-07 04:12:05,Apple,Trust,1.0,"Applied for credit card, waited 3 months, re-applied as office asked me. Status is always pending and no way to cancel the application as I don’t want it anymore.",Neutral,Banking,Account issues
474,2022-10-21 15:34:57,Apple,Trust,1.0,The application took more than one week and still pending. Customer service hotline is unreachable. You even Cannot contact to cancel the application,Negative,App,Long wait times
475,2023-03-03 00:48:33,Apple,Trust,5.0,"the voucher is issued upon my first Trust transaction! it was not even a big transaction!
Thanks FairPrice!",Neutral,Banking,Other
476,2024-03-03 00:49:53,Apple,Trust,1.0,"Don’t believe them if they say they’ll contact you. The agents also don’t seem to know how to help you, they can’t tell you what’s the issue.",Negative,Banking,Long wait times
477,2023-07-23 11:40:51,Apple,Trust,2.0,App can’t open couple weeks even updated,Negative,App,Technical glitches
478,2022-10-05 17:45:30,Apple,Trust,2.0,"Login by Singpass, but not show address and unavailable to open account. Q&A also cannot find",Negative,Banking,Account issues
479,2022-09-19 16:05:05,Apple,Trust,1.0,"i try to apply for the trust bank sg saving card not it’s keep on pending on my application. WHAT THE HELL IS THIS??? Seriously wasting my time keep on starring on my phone for more den 10 min… Won’t recommend this trust bank to my friend,family n colleagues.",Neutral,Banking,Account issues
480,2022-09-17 11:38:09,Apple,Trust,1.0,It will fail to work if you change phone with the app installed then the new phone can’t transfer money for 12hrs I think. This is a super bad flaw,Negative,App,Other
481,2023-05-06 11:41:38,Apple,Trust,3.0,"Yes, agreed with earlier review. Support staff just hang up while u trying to response.

Also, when try to add reviews, k/b doesn’t pop up on this app only.

After so long in the market, there are still so many issue to fix. Terrible. 

Can even tap the start above to give one star👎",Positive,Banking,-
482,2022-08-31 14:00:00,Apple,Trust,5.0,Easy and user friendly apps!,Positive,App,-
483,2022-11-21 09:56:10,Apple,Trust,1.0,It’s such a regret already two weeks the link points earned from Trust does not sync nor credit with my link card!  Neither ppl from Trust or Link can solve the issue! Instability of the joint venture!,Negative,App,Other
484,2023-11-19 14:25:54,Apple,Trust,5.0,Love the perks that I receive while I am spending!!,Positive,App,-
485,2023-04-01 17:55:52,Apple,Trust,1.0,Why is the number of awarded coupons is being removed in the latest version?,Neutral,App,Other
486,2022-10-12 14:56:24,Apple,Trust,4.0,alot places have QR scan for paynow but sadly trust still doesnt have it yet,Negative,App,Other
487,2022-09-20 05:24:58,Apple,Trust,1.0,"The helpline does not pick up your calls and the chat function consists of agents disconnecting immediately after ""It's sad that I didn't manage to complete the conversation with you"".",Negative,Banking,Long wait times
488,2023-11-24 10:55:50,Apple,Trust,5.0,"haven’t encountered a issue with this app, provides many rewards for usage aswell as allowing easy access to things w/ high security",Positive,App,-
489,2023-08-22 23:30:44,Apple,Trust,1.0,Luckily i did not put large amount here as i wana test this acct. I did a count back from earlier and the amount not tally. Supposed to hv $30+ bt now left $1? Anybody gt d same problem?,Neutral,Banking,Transaction issues
490,2023-05-18 06:59:22,Apple,Trust,1.0,My savings account application got automatically declined and customer service is unable to help me. Completely stupid bank.,Neutral,App,"Difficulty applying credit card, savings account"
491,2023-07-06 08:47:01,Apple,Trust,1.0,App is refusing to close the “allow push notifications” screen. Forcing users to enable this just to use the app is a bad UX decision. 👎,Negative,App,UI/UX
492,2022-12-14 12:33:54,Apple,Trust,5.0,Easy and fast,Positive,App,-
493,2023-03-18 05:36:21,Apple,Trust,1.0,Customer service officer has extremely poor comprehension and communication skills. No knowledge of bank plans. Zero assistance. I’m going close my account. The worst bank.,Negative,Banking,Other
494,2022-12-15 11:16:01,Apple,Trust,1.0,"Phone number is not there yet cannot fill in or continue with application, you need to resolve this issue or nobody will use your app!",Negative,App,"Difficulty applying credit card, savings account"
495,2023-08-01 16:07:00,Apple,Trust,5.0,"Best card to use
Keep it up 👍👍",Positive,App,-
496,2022-09-08 08:14:18,Apple,Trust,3.0,Hi may I know why can’t register paynow account or phone how to top up acc or deposit,Negative,App,Registration and setup
497,2022-09-04 02:10:01,Apple,Trust,1.0,"Very difficult to reach them via their line, put on hold for more than 20 minutes and kept waiting!!🤦‍♀️🤦‍♀️🤦‍♀️",Negative,Banking,Long wait times
498,2023-09-16 05:37:28,Apple,Trust,5.0,No comment so far.😊 Thanks 🙏,Positive,App,-
499,2022-09-17 07:07:05,Apple,Trust,2.0,App not loading after upgrade to ios16,Negative,App,Technical glitches
500,2022-09-07 08:56:14,Apple,Trust,1.0,App unable to load. It was stuck in main page since forever.,Negative,App,Technical glitches
501,2022-12-14 12:19:58,Apple,Trust,5.0,Very easy to. Give and get,Positive,App,-
502,2023-07-26 12:29:52,Apple,Trust,1.0,Not sure what is happening. I still get notifications but cannot launch the app at all!,Neutral,App,Technical glitches
503,2023-01-04 04:03:34,Apple,Trust,5.0,Easy to redeem voucher,Positive,App,-
504,2022-12-08 05:46:19,Apple,Trust,1.0,"Credit card holders beware .
Despite notification of e-statement being issued,
app still does not display credit card statement.

Hence, card holders might miss bill payment .",Negative,Banking,Other
505,2022-09-30 07:49:50,Apple,Trust,1.0,How an app on earth failed to sign up a new account. That is a lousy start for a user. Do you still dare to use their service onward? I think twice. Good luck,Negative,App,Registration and setup
506,2022-09-25 16:02:08,Apple,Trust,1.0,Very disappointed with Trust. Now I don’t even know the status of my application as the app doesn’t refer any assistance on this.,Negative,Banking,Other
507,2023-04-11 23:47:09,Apple,Trust,1.0,"Lousy app n customer service. They charge u so many hidden interest. Call customer service, different people tell different answer.",Negative,App,Other
508,2023-10-08 07:42:58,Apple,Trust,4.0,Generally good & customer service staff are courteous & well equipped with the products knowledge,Positive,App,-
509,2022-11-01 04:58:51,Apple,Trust,1.0,Unable to apply for the card through myInfo as it is showing some sing pass error,Negative,Banking,Technical glitches
510,2022-09-20 10:31:06,Apple,Trust,1.0,It’s a scam as they will ask you to deposit a minimum amount and charge you a monthly fee for it! Customer Service doesn’t answer too!,Negative,Banking,Other
511,2023-12-28 03:24:27,Apple,Trust,1.0,"When I registered keep showing me something went wrong , please try again later",Neutral,App,Registration and setup
512,2022-09-12 14:57:22,Apple,Trust,5.0,not sure if it’s interesting enough for Gen Z but defo works for me as an uncle.,Neutral,App,Other
513,2023-10-05 06:31:59,Apple,Trust,1.0,Only option is try again and it doesnt work,Negative,App,Technical glitches
514,2023-09-13 09:50:49,Apple,Trust,1.0,"Sign up was unsuccessful even when I have met all requirements. Spoke to the CS and the live chat, all came with no solutions. Then how am I to apply for the card?",Negative,App,Registration and setup
515,2022-12-18 11:57:07,Apple,Trust,4.0,"Hi,

I went overseas and upon return i try to open app and i got error message as ""Sorry Something went Wrong, we are working on getting this fixed.""  How can i resolve this issue

Regards
G Jayachandran",Neutral,Banking,Technical glitches
516,2022-10-16 23:23:51,Apple,Trust,5.0,Thanks a lot.,Positive,None,-
517,2023-03-30 18:26:35,Apple,Trust,2.0,"Used their gojek stamp card and coupon. Super quick and efficient in awarding, but the redeeming process can be made more automatic.",Positive,App,-
518,2022-12-26 20:35:25,Apple,Trust,4.0,Well done n keep up the good work 🌈👍.,Positive,App,-
519,2022-12-14 12:51:37,Apple,Trust,5.0,It’s very convenient!,Positive,App,-
520,2022-09-29 04:39:51,Apple,Trust,1.0,"I went to NTUC to try out the trust ‘credit card’, I was told I could use it as there is no money inside ?! Is the card credit card or……..",Neutral,Banking,Other
521,2022-09-14 06:26:10,Apple,Trust,1.0,Not sure why but after signing up all the app does is showing the pixelated T logo and not responsive.,Neutral,Signup,-
522,2022-09-12 13:39:02,Apple,Trust,3.0,"Where is the instant approval? oMG
Unlike other bank like HSBC, OCBC and SCB,
Instant approval only take about 3 minutes, but this APP …. I also dun know how to say la",Negative,App,Other
523,2023-08-09 05:29:08,Apple,Trust,1.0,"App prompted “Something went wrong” we are working on it. It has been 2 days, and I wonder how efficient is Trust Bank?",Negative,App,Other
524,2024-03-03 11:17:29,Apple,Trust,4.0,Fast n easy,Positive,App,-
525,2023-09-03 08:49:10,Apple,Trust,1.0,"I have previously apply the cc card like 1 year ago and have it cancelled.
Wanted to reapply and it will never get thru.
No one is there to assist.. 🤦🏻‍♂️",Neutral,Banking,Account issues
526,2023-05-09 00:41:14,Apple,Trust,3.0,"When click on the Face ID icon, not able to start the Face ID",Negative,App,Registration and setup
527,2022-09-28 00:33:59,Apple,Trust,1.0,"Application in pending status took forever , 3 weeks still the same",Negative,App,Long wait times
528,2022-09-04 23:17:08,Apple,Trust,1.0,There’s no link or option to apply for Ntuc visa credit card,Negative,App,Difficulty applying credit card
529,2023-09-25 13:07:41,Apple,Trust,1.0,"Already 2 weeks cant load in the apps, what is going on? Can pls fix the problem! Tks!",Negative,App,Technical glitches
530,2023-04-13 14:00:31,Apple,Trust,1.0,Why are all the deals dumped in a single page?  What about categories or filters?,Negative,App,UI/UX
531,2023-04-08 05:08:36,Apple,Trust,1.0,Always have error when applying saving account and credit card. Give up,Negative,App,"Difficulty applying credit card, savings account"
532,2023-09-16 04:18:11,Apple,Trust,5.0,"Application & reception of this Credit card is seamless & efficacious.

This app is easy to use!

The benefits from this Credit Card is useful and practical.

😃",Neutral,App,Other
533,2022-12-14 02:07:41,Apple,Trust,1.0,The app has issue for new sign up. It just always stop at the Name On Card page. Just unable go thru that step. Pls enhance the necessary for the app.,Negative,App,Registration and setup
534,2022-12-14 12:15:54,Apple,Trust,5.0,because its good,Positive,App,-
535,2023-02-01 06:16:10,Apple,Trust,1.0,Not working after software update,Negative,App,Technical difficulties
536,2023-11-27 03:23:32,Apple,Trust,5.0,Thanks for the free drink! Every bit of help to fight inflation is much appreciated!!!,Positive,App,-
537,2022-10-06 02:01:40,Apple,Trust,1.0,Credit card application submitted for more than 40 days without any notice or processing. No one answered phone calls.,Neutral,Banking,Long wait times
538,2022-12-14 12:14:38,Apple,Trust,5.0,very convenient and accesible,Positive,App,-
539,2024-01-05 05:22:45,Apple,Trust,5.0,Perfect banking experience,Positive,App,-
540,2022-09-26 08:05:55,Apple,Trust,2.0,Waiting near 1 month still processing … very slow..,Negative,Banking,Long wait times
541,2022-09-03 10:25:29,Apple,Trust,1.0,Takes ages to approve App bot does not work Call centre — on hold for > 30 mins until phone goes dead Bad & frustrating start . Deleted app .,Negative,App,Long wait times
542,2022-12-14 13:03:23,Apple,Trust,5.0,It’s a very reliable app,Positive,App,-
543,2022-09-04 00:17:39,Apple,Trust,1.0,"24/7 support is fake. App is unable to support this and 8 hours later, still no response",Negative,App,Long wait times
544,2023-04-28 15:56:48,Apple,Trust,1.0,Hi i received an invitation email from Singtel regarding this app. I already log in to my Singpass and what i get back answer is my application cannot be approved. What is this GSX doing???! Then why send me invitation.,Neutral,App,Other
545,2022-09-19 08:56:18,Apple,Trust,5.0,It’s a spectacular banking app. Love the onboarding experience!!,Positive,App,-
546,2023-03-02 10:08:35,Apple,Trust,5.0,Super card and helpful to NTUC members like me.A big thanks 😊,Positive,App,-
547,2023-05-10 04:29:19,Apple,Trust,1.0,I did not understand why I register my card to the EZ link portal trust bank will charge 0.10 cent for each transaction,Negative,App,Other
548,2022-12-29 09:43:39,Apple,Trust,1.0,I am now unable to login to my account. I was told I did not have one when I contacted CS. How can you have lost my account and money?,Negative,Banking,Account issues
549,2022-09-12 23:18:15,Apple,Trust,1.0,"I cannot get the app to work even after reinstalling umpteen times. It get stuck on after password entry with the blue T animating. 
Mine is a Ip8",Negative,App,Technical glitches
550,2022-09-08 07:23:20,Apple,Trust,1.0,"Sign up first day, second day coupon goes missing? What sort of “trust” is that?",Negative,App,Other
551,2022-12-19 15:59:07,Apple,Trust,1.0,This app did not follow paynow specifications for merchant reference to support alphanumeric AND special characters. We can’t pay at all !!!,Negative,App,Other
552,2022-12-14 12:32:31,Apple,Trust,5.0,Very useful and easy,Positive,App,-
553,2022-10-15 07:25:13,Apple,Trust,5.0,Love the interest rates and good offers,Positive,App,-
554,2022-09-24 07:36:50,Apple,Trust,1.0,Trying to login for the first time after joining and registering. But the app is stuck at loading.,Neutral,App,Technical glitches
555,2022-12-18 04:04:08,Apple,Trust,1.0,Cannot open the Apps after down loading.,Negative,App,Technical glitches
556,2022-12-14 12:42:29,Apple,Trust,5.0,this app is the best,Positive,App,-
557,2022-09-17 13:11:51,Apple,Trust,1.0,The app does not load on my iPhone XS after updating the app. Please fix this asap as this affects my banking transactions. thanks,Negative,App,Technical glitches
558,2022-12-09 00:32:39,Apple,Trust,1.0,I App only got rich people use only. I was rejected without any reason and I only apply Saving account. This is the worst App I ever encountered.,Negative,App,Other
559,2022-09-16 06:11:06,Apple,Trust,1.0,Then after signing up.  I can’t even login to the app.  Very slow login and reply.  IT needed upgrading,Negative,App,Login issues
560,2022-09-03 02:32:32,Apple,Trust,2.0,"Was so excited to open my first digital bank but it’s was declined unsuccessful application.

Tried to reach out via live chat, waited 5 mins no response.

Then turned to hotline, waited 8 mins no response.

I give up.",Positive,New account,-
561,2022-10-18 00:31:35,Apple,Trust,5.0,"I am
Loving it",Positive,App,-
562,2022-12-14 12:59:30,Apple,Trust,5.0,it’s easy to use,Positive,App,-
563,2023-01-30 17:17:36,Apple,Trust,4.0,How about downloading a monthly statement?,Neutral,App,Other
564,2023-01-20 14:27:58,Apple,Trust,5.0,"Fast, easy and trust company.",Positive,None,-
565,2022-10-24 02:14:00,Apple,Trust,1.0,"Do not redeem at 296A BB if you can, service is poor and food is not nice. Saw the staff been rude to the customer in front.",Negative,Banking,Other
566,2022-09-09 12:27:24,Apple,Trust,1.0,"As the title suggest.. contacted line chat, no response",Negative,Banking,Long wait times
567,2023-04-25 09:09:05,Apple,Trust,1.0,Highlighted the bug and was told will resolve in 1 week. Thats long for a bank app,Negative,App,Long wait times
568,2022-09-12 14:49:52,Apple,Trust,5.0,"Hiiii 5 stars for the app, but can NTUC restock their rice faster please?Sleek app",Positive,App,-
569,2022-12-26 17:20:18,Apple,Trust,1.0,"Don’t bother, the vouchers are used, and there are loads of suspicious stuff on here, read the other reviews. I doubt they are backed by Stan Charted, seriously",Negative,Banking,Other
570,2023-02-19 02:41:21,Apple,Trust,3.0,"Hi how do I reach customer service. If I call scb , will they entertain me ?",Neutral,App,Long wait times
571,2023-04-01 09:31:28,Apple,Trust,1.0,Very slow and not helpful.,Negative,App,Other
572,2022-12-14 12:26:09,Apple,Trust,5.0,because it’s very cool,Positive,App,-
