rowid,date,client,bank,rating,review,developer_response
464,2022-12-20 03:56:54,Apple,Trust,4.0,Thanks to trust,
465,2022-09-01 12:28:05,Apple,Trust,1.0,"Can’t even launch the app. 

The error message just states:

“Sorry, something went wrong.” We're working on getting this fixed. Meanwhile, tap
on Try again to see if it works.”","{'id': 31874929, 'body': 'Hi Orionps, we are sorry for the inconvenience caused 😔 We have identified and fixed an issue where some users were unable to log in or faced crashes. Please go to the App Store and update your Trust App SG to version 1.0.4 when it appears. If the issue still persists, kindly call us at our Trust Hotline (313-87878). Thank you!\n', 'modified': '2022-09-06T17:38:20Z'}"
466,2024-01-03 06:32:07,Apple,Trust,5.0,many voucher to use,"{'id': 41095237, 'body': 'Hi Krisclc, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2024-01-05T08:33:10Z'}"
467,2022-12-03 07:04:09,Apple,Trust,5.0,Very friendly and courteous staff,"{'id': 33560458, 'body': 'Hi Danny Cyril, thank you for your kind rating! 💙 💜\n', 'modified': '2022-12-06T08:44:52Z'}"
468,2022-09-28 04:54:44,Apple,Trust,5.0,I love how seamless and fuss-free the app is. Good job!,"{'id': 32309872, 'body': 'Hi Abhinav, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2022-09-30T02:55:28Z'}"
469,2022-12-14 12:18:40,Apple,Trust,5.0,Good money send,
470,2022-11-20 05:02:34,Apple,Trust,1.0,Keep failing while retrieving data from SingPass!!!!!,"{'id': 33338323, 'body': 'Hi Ftywan, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙', 'modified': '2022-11-24T02:53:27Z'}"
471,2023-12-04 15:48:15,Apple,Trust,4.0,1st set up seamlessly 👍,"{'id': 40531857, 'body': 'Hey Easy, thank you for your positive feedback! 😍 We strive to always provide the best user experience for our customers.💙 💜\r\n\r\n', 'modified': '2023-12-06T07:18:48Z'}"
472,2023-03-14 08:19:48,Apple,Trust,1.0,They just reject my application without any details do bad application,
473,2022-09-24 05:43:35,Apple,Trust,1.0,Wastage of time. My application is showing pending for last 1 month. . Worst app,"{'id': 32237868, 'body': 'Hi 99GBK, we are extremely sorry for your wait 😔. We are reviewing applications as quickly as we can. In the meantime, if you have any questions feel free to reach out to us at 313-TRUST (313-87878). We are happy to assist! 💙😊', 'modified': '2022-09-26T14:43:11Z'}"
474,2024-01-24 04:22:36,Apple,Trust,1.0,Coupons issued but unable to use it.,"{'id': 41543303, 'body': 'Hi Iirii***, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙', 'modified': '2024-01-26T07:06:41Z'}"
475,2023-12-25 09:53:51,Apple,Trust,5.0,Good services provided,"{'id': 40923348, 'body': 'Hi Fishballfishball, thank you for your kind rating! 💙 💜\r\n', 'modified': '2023-12-27T06:21:57Z'}"
476,2023-09-13 12:20:10,Apple,Trust,5.0,Super good,"{'id': 38929397, 'body': 'Hi Nicholas Nai, thank you for your kind rating! 💙 💜\r\n', 'modified': '2023-09-15T07:26:36Z'}"
477,2023-08-18 10:22:17,Apple,Trust,1.0,I can’t go in the loan and pay up what happened.,"{'id': 38447143, 'body': 'Hi Tht1978, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\r\n\r\n', 'modified': '2023-08-22T07:05:42Z'}"
478,2022-09-15 15:31:48,Apple,Trust,2.0,Credit card is blue or silver colour? Coz I applied for credit card but received the blue one?,"{'id': 32069344, 'body': ""Hi GattSG, the silver Trust Card is a special version reserved for NTUC union members, with increased rewards. The blue Trust Card is the version that everyone else gets, and acts as a credit card if that's what you applied for. Hope this helps! :)"", 'modified': '2022-09-17T06:43:24Z'}"
479,2023-04-27 11:52:14,Apple,Trust,5.0,Awesome experience.,"{'id': 36273422, 'body': 'Hi Serene Tey, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2023-05-02T07:16:32Z'}"
480,2022-12-14 13:00:51,Apple,Trust,5.0,Covenient for children,
481,2023-02-01 04:34:27,Apple,Trust,1.0,"If credit card application is declined, need to reinstall the app. Super troublesome","{'id': 34823084, 'body': 'Hi ??Not worth it, thank you for your feedback! We will take your suggestion into consideration for future enhancements. 💙 💜 \n\n', 'modified': '2023-02-13T02:56:19Z'}"
482,2022-12-04 00:21:09,Apple,Trust,2.0,Not able to scan QR to make psyment,"{'id': 33560445, 'body': 'Hi fullydead, thank you for your feedback! 💕 This feature is not available at the moment. Nonetheless, we appreciate your valuable feedback and will provide it to our relevant teams for consideration 😊💙\n\n', 'modified': '2022-12-06T08:44:25Z'}"
483,2022-09-08 01:18:02,Apple,Trust,5.0,Thanks,"{'id': 31923291, 'body': 'Hi Starlight, thanks for the positive review. 😍 We hope you enjoy using your Trust App! 😊💙\n', 'modified': '2022-09-09T06:44:14Z'}"
484,2022-10-19 16:40:45,Apple,Trust,1.0,"Constant errors, poor uxui. App is not working as of 20 Oct 12:40AM","{'id': 32785649, 'body': 'Hi Wapy1207, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙', 'modified': '2022-10-25T23:39:11Z'}"
485,2022-09-30 10:09:42,Apple,Trust,5.0,Good job done Trust!,"{'id': 32395677, 'body': 'Hi Nandini, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2022-10-05T03:57:12Z'}"
486,2022-10-27 23:38:35,Apple,Trust,5.0,Enjoy breakfast set at Ntuc canteen,"{'id': 32879666, 'body': 'Hi XuN, we are glad that you like our app and the breakfast. Thank you for rating us 💙 💜\n\n', 'modified': '2022-10-31T09:41:14Z'}"
487,2022-09-02 02:34:19,Apple,Trust,1.0,Can’t access the app,"{'id': 31874920, 'body': 'Hi nostress87, we are sorry for the inconvenience caused 😔 We have identified and fixed an issue where some users were unable to log in or submit an application. Please go to the App Store and update your Trust App SG to version 1.0.4 when it appears. If the issue still persists, kindly call us at our Trust Hotline (313-87878). Thank you!\n', 'modified': '2022-09-06T17:37:50Z'}"
488,2022-12-31 04:29:57,Apple,Trust,1.0,Always down.,"{'id': 34552530, 'body': 'Hi Gc2106, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n\n', 'modified': '2023-01-30T07:15:30Z'}"
489,2023-09-02 04:22:14,Apple,Trust,5.0,"Nice ice cream, good service, loving it !!!","{'id': 38699261, 'body': 'Hi Wiwit14, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2023-09-04T07:21:22Z'}"
490,2022-09-22 08:30:13,Apple,Trust,1.0,Application denied for Savings Acc.. no explaination as to why is that so,"{'id': 32237197, 'body': 'Hi aloyv, we are sorry that you are experiencing this 😔Please do call us at 313-TRUST (313-87878) and we will assist you from there. Thank you once again for your feedback!  😊', 'modified': '2022-09-26T14:15:34Z'}"
491,2022-12-14 12:24:49,Apple,Trust,5.0,Very nice,
492,2022-11-14 06:46:38,Apple,Trust,1.0,i feel lucky.. the bank forgotten me.. now i can delete this.. :),"{'id': 33187866, 'body': 'Hi 怪叔叔, for us to investigate any issues that you are facing with the app, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n\n', 'modified': '2022-11-16T06:43:46Z'}"
493,2023-01-02 08:29:52,Apple,Trust,4.0,You are sexy and you know it.,
494,2023-07-23 05:57:48,Apple,Trust,5.0,Awesome easiness,"{'id': 37883354, 'body': 'Hi Techgiss, we are glad that you like our app. Thank you for rating us 💙 💜\r\n\r\n', 'modified': '2023-07-25T07:07:06Z'}"
495,2023-05-15 07:53:50,Apple,Trust,5.0,great deal,"{'id': 36568696, 'body': 'Hi kittykate05, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2023-05-17T07:14:58Z'}"
496,2022-12-14 12:55:38,Apple,Trust,5.0,It is good,
497,2023-06-07 08:03:34,Apple,Trust,1.0,be careful with them,"{'id': 37019906, 'body': ""Hi Triplei_lin, we are extremely sorry to hear you had a bad experience 😔. Please feel free to let us know what you need help with, and we'll try our very best to help you! 😊💙"", 'modified': '2023-06-09T07:09:12Z'}"
498,2023-09-01 03:45:41,Apple,Trust,4.0,Nil,"{'id': 38699407, 'body': 'Hi Sg Dave 8888, thank you for your kind rating! 💙 💜', 'modified': '2023-09-04T07:25:26Z'}"
499,2024-03-07 02:20:32,Apple,Trust,3.0,Great,"{'id': 42495435, 'body': 'Hey Suet said, thank you for your positive feedback! 😍 We strive to always provide the best user experience for our customers.💙 💜\r\n\r\n', 'modified': '2024-03-11T06:45:03Z'}"
500,2022-12-25 02:42:36,Apple,Trust,5.0,很好,"{'id': 34551271, 'body': 'Hi weijoo, we are glad that you like our app. Thank you for rating us 💙 💜\n\n', 'modified': '2023-01-30T06:27:53Z'}"
501,2023-01-23 03:23:54,Apple,Trust,5.0,好👌,
502,2023-09-20 03:41:26,Apple,Trust,5.0,Simple and convenient approval process. Love it! ❤️,"{'id': 39069341, 'body': 'Hey Apo_Telesma, thank you for your amazing feedback! 😍 Thank you for rating us 💙 💜', 'modified': '2023-09-22T07:31:55Z'}"
503,2023-01-13 08:38:07,Apple,Trust,5.0,Neng lyn,
504,2023-07-26 06:01:49,Apple,Trust,1.0,Unable to login. 👎,"{'id': 37951258, 'body': 'Hi T_Saint_T, we are sorry that you are experiencing this 😔Please do call us at 313-TRUST (313-87878) and we will assist you from there. Thank you once again for your feedback!  😊', 'modified': '2023-07-28T06:57:48Z'}"
505,2022-12-14 12:38:59,Apple,Trust,5.0,Convenient,
506,2022-12-14 12:11:45,Apple,Trust,5.0,V effective,
507,2024-02-17 09:27:35,Apple,Trust,5.0,Q36UFNQC,"{'id': 42040326, 'body': 'Hi Ultranot, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2024-02-19T07:08:10Z'}"
508,2024-04-07 12:47:22,Apple,Trust,5.0,thank you,"{'id': 43191386, 'body': 'Hi Haiiskmuzj, thank you for your kind rating! 💙 💜\r\n', 'modified': '2024-04-11T06:13:00Z'}"
509,2024-03-29 12:41:06,Apple,Trust,5.0,"I bought 3 packs of toilet rolls + 1 pack of eggs plus one instant noodle for $15.25

I need to pay only twenty five cents coins","{'id': 42955877, 'body': 'Hey Ed20081964, thank you for your amazing feedback! 😍 Thank you for rating us 💙 💜rating us 💙 💜', 'modified': '2024-04-01T06:40:49Z'}"
510,2024-01-27 12:50:40,Apple,Trust,5.0,"Easy to use interface with a lot of rewards. Would recommend to anyone who is looking for a digital bank that rewards users. 

Use my code 5G8EMX3J if needed. Thanks!","{'id': 41590027, 'body': 'Hi xxivk19, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2024-01-29T07:33:51Z'}"
511,2024-03-07 16:54:18,Apple,Trust,1.0,"I’ve tried to make payments via QR codes many times at many stores with many different QR codes and they were all failed. The error shown is invalid QR although I can successfully make payment via the same QR code with DBS. Dear tech team, please please fix this asap!","{'id': 42495468, 'body': 'Hi Increadible Jade, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\r\n\r\n', 'modified': '2024-03-11T06:46:16Z'}"
512,2023-09-07 20:37:56,Apple,Trust,5.0,"Dear Bank Representatives Sir/Ma’am,
Your Bank is no doubt is an excellent service in terms of easy usage and plenty of heartland shop’s promotions that are being offered. 

However I really wish that my monthly salary can be transferred or credited to my Trust Bank account just like other banks did. I was disappointed to learn from your customer service department that your bank don’t provide such services as I mentioned earlier.

I truly hope that your bank could implement the monthly salary or even the yearly government GSTV payout to be credited via fast or whatsoever credit transfer system that your bank could implement.

I look forward to your Bank representative reply pertaining to the suggestion that I mentioned above. Please look into this matter considerably and with a positive outcome.Thank you.","{'id': 38838620, 'body': 'Hi Samsulbari Shah, thank you for your amazing feedback! 😍💕 This feature is not available at the moment. Nonetheless, we appreciate your valuable feedback and will provide it to our relevant teams for consideration 😊💙\n\r\n\r\n', 'modified': '2023-09-11T07:09:49Z'}"
513,2024-01-05 02:34:57,Apple,Trust,1.0,First apply show missing residental address.second time apply show phone number invalid 🥵,"{'id': 41140451, 'body': 'Hi Wwwsxy, we are extremely sorry to hear you are facing problems. For problems with logging in, please call us at 313-TRUST (313-87878). We will be happy to assist.', 'modified': '2024-01-08T08:24:58Z'}"
514,2023-12-08 04:01:49,Apple,Trust,3.0,I was about to use my $10 trust vouchers today when I saw it suddenly disappeared from my coupon section. I quickly contact the trust app team via msg and after a few explanations they said will help to reinstate back my referral vouchers and can only get back to me in a few days. I think my feedback to your management team is to extend the validity of ntuc referral vouchers to one year as other app also give long expiration date till 2025 for ntuc voucher. New sign up referral code is 4ZZWEGKK,"{'id': 40609694, 'body': 'Hi BCW grc, we are extremely sorry to hear you are facing problems. For problems with vouchers, please call us at 313-TRUST (313-87878). We will be happy to assist.', 'modified': '2023-12-11T08:04:50Z'}"
515,2023-10-11 09:16:45,Apple,Trust,1.0,"Hi I can’t login after the login must use Singpass to login. Stuck at tapping Singpass QR code to login. No reaction. And I called Singpass they said was app issue, not Singpass issue. Can help me to resolve the issue?","{'id': 39490472, 'body': 'Hi El@1n3, we are sorry that you are experiencing this 😔Please do call us at 313-TRUST (313-87878) and we will assist you from there. Thank you once again for your feedback!  😊', 'modified': '2023-10-13T06:58:20Z'}"
516,2023-07-16 15:01:05,Apple,Trust,5.0,"Hope they added pockets, similar to GXS

Referral code 48HF54BU","{'id': 37740741, 'body': 'Hi kaahirul, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2023-07-18T07:31:19Z'}"
517,2023-09-05 06:13:11,Apple,Trust,1.0,The only way to login in via singpass. The QR code generated can’t even be tapped. Need to somehow owned 2 phones in order to use another one to scan the QR code to login.,"{'id': 38773030, 'body': ""Hi Akumiko, we are extremely sorry to hear you had a bad experience 😔. Please feel free to let us know what you need help with, and we'll try our very best to help you! 😊💙 "", 'modified': '2023-09-07T07:27:41Z'}"
518,2023-02-10 14:30:24,Apple,Trust,3.0,I cannot use the card since Dec 2022. Trust staff did call me & told me they will get back to me but until today never follow up. Please call me or check. Alex Hp : 98463532,"{'id': 34823038, 'body': 'Hi AlexQuahPohHock, we have passed your feedback and details to the customer service team. If you face any further problems, do call us at 313-TRUST (313-87878). We are here to help! 💙', 'modified': '2023-02-13T02:53:07Z'}"
519,2023-07-12 06:46:30,Apple,Trust,1.0,"Transactions never succeed, even approved it. WTF is your logic, useless","{'id': 37670983, 'body': 'Hi CNMBX, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\r\n\r\n', 'modified': '2023-07-14T07:09:23Z'}"
520,2023-01-06 10:14:07,Apple,Trust,5.0,"I accidentally transferred my money to trust bank without using the Fast app. I chatted with Mohd Fiqcree Mo about my problem,he helped me solved it immediately.Thank you Sir for your help!","{'id': 34552629, 'body': ""Hi Smiley's 2, thank you for your amazing feedback! 😍 We will sure let Mohd Fiqcree Mo know. Thank you for rating us 💙 💜"", 'modified': '2023-01-30T07:18:15Z'}"
521,2023-01-31 00:09:57,Apple,Trust,1.0,I didn’t know each customer only had 1 chance to waive of late charge. I made my payment for $13.90 on Fri and I didn’t know the interbank takes 3 days so I was slapped with $100 fee again. Since I used up my chance the customer service officer will submit for approval. I already made late payments before when I was truly late. Trust has earned more late fee from me since my payments were very little and once I was charged for late fee as I left out $1 when I made my payment. Definitely not a bank for more complex transactions as the customer service is terrible and they go by the book instead of listening to the customer. The fella seems happy that I want to close my card too. A bank needs to listen to customer needs and not just give rewards.,
522,2022-12-14 12:37:46,Apple,Trust,5.0,Nice,
523,2023-01-02 03:53:05,Apple,Trust,3.0,"登入方式只有一种，那就是使用Singpass。可是换了手机之后，一直无法登入进去应用程式。
不过老实说，trust真的是最棒的银行。但是登入不进也求助无门，真的很无助啊。",
524,2022-12-16 07:19:14,Apple,Trust,1.0,"Very frustrating, keep prompting me to download SingPass app to log in. After I downloaded SingPass app, still unable to log in when I tap on the QR code! Also unable to select password log in. Now unable to view my bill and make payment. How??","{'id': 33791347, 'body': 'Hi SIMON-CE, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n\n', 'modified': '2022-12-19T01:21:56Z'}"
525,2022-12-14 12:10:29,Apple,Trust,5.0,Nice,
526,2022-12-14 12:09:10,Apple,Trust,5.0,No hassle,
527,2022-09-22 01:49:15,Apple,Trust,5.0,"Find that the app is relatively easy to use.
Good rewards for new users.

You can use this code when asked for referrer: 

N5RUWFMS

$10 for referrer and new user.
Benefits you and me! 
 ☺️☺️","{'id': 32237193, 'body': 'Hi BaiBai, we are glad that you like our app. Thank you for rating us 💙 💜', 'modified': '2022-09-26T14:15:14Z'}"
528,2022-11-26 01:57:23,Apple,Trust,1.0,"My credit card application has been pending since Aug, I did not receive any call for additional information or reject. Very disappointed with the service....

As of today 26/11/2022, it is still pending without any news","{'id': 33466625, 'body': 'Hi ritapyma, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n\n', 'modified': '2022-12-01T06:24:02Z'}"
529,2022-10-25 01:48:26,Apple,Trust,1.0,App 10月份一直打不开，更新软件过后也不可以。做为数字银行，软件都做不好。令人失望。trust bank，不值得信任。,"{'id': 32880769, 'body': '您好修一梵， 谢谢您的反馈。给您带来的不便，我们深表歉意。如果您遇到任何进一步的问题，请致电 313-TRUST (313-87878) 联系我们，我们很乐意帮忙 💙\n', 'modified': '2022-10-31T10:17:54Z'}"
530,2022-10-03 16:57:34,Apple,Trust,3.0,Hopefully roll out the QR Code scan to pay payments and also the Paynow QR code.,"{'id': 32396650, 'body': 'Hi Akitoji, Thank you for your kind rating! 💙 💜 Thank you for the feedback, we currently support PayNow, but are definitely working to add support for PayNow Scan & Pay. Rest assured, we’ll pass your feedback onto our team! 😊', 'modified': '2022-10-05T05:35:39Z'}"
531,2022-10-01 04:44:39,Apple,Trust,3.0,"Sadly, app don’t support scanning of QR code for PayNow payments.","{'id': 32537727, 'body': ""Hi Wisest Man Says, Thank you for the feedback - we currently support PayNow, but are definitely working to add support for scanning PayNow Scan & Pay. Rest assured, we'll pass your feedback onto our team! 😊💙 "", 'modified': '2022-10-12T17:07:27Z'}"
532,2022-09-24 12:51:33,Apple,Trust,4.0,"Just some feedback after switching over from DBS to TRUST: - when i paynow others, their bank shows some string of numbers instead of my name - im unable to pay by scanning paynow qr codes / nets qr code because there is no scan to pay option - do support giro payment soon to make it easier to credit salary etc. Other than that, great app! Love the dark theme too, just got to fix some of those issues so i never have to use other banks again. Its just mostly app design/ features issues which I doubt will be difficult toimplement in the near future. some advice - offer the features other banking apps offer and many people will make the switch. simply a better app!","{'id': 32293319, 'body': 'Hi naturallyfromparis, thank you for your amazing feedback! 😍 We understand your concerns and will pass your valuable feedbacks to the respective teams. 💙 ', 'modified': '2022-09-29T06:46:02Z'}"
533,2022-09-24 06:24:45,Apple,Trust,1.0,"Quite disappointing. After all the registration, the app cannot access.Make me wondering whether this app can be trusted. Please do try to resolve the issues","{'id': 32293248, 'body': 'Hi zxcasdfwert, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n', 'modified': '2022-09-29T06:43:34Z'}"
534,2022-09-21 02:46:30,Apple,Trust,5.0,"I have key in the referral code that my friend sent to me, but my friend and I didn’t get any voucher for that","{'id': 32237149, 'body': 'Hi Jenny, we are extremely sorry to hear you are facing problems 😔 For us to investigate your problem, please either contact us via chat or call from the app, or if that doesn’t work then call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙', 'modified': '2022-09-26T14:14:02Z'}"
535,2022-09-16 18:28:16,Apple,Trust,4.0,0BJYDHEF use this refer promo code to maximise your benefits! Sign up!,"{'id': 32113220, 'body': ""Hi imustbeapro, we're glad you like it too. 😍 Enjoy your freebies! 😊💙\n"", 'modified': '2022-09-20T01:37:14Z'}"
536,2022-09-18 09:42:04,Apple,Trust,1.0,"这家银行太危险了！如果遇到任何问题永远也联系不上他们的客服！我联系他们App chat，App online call，还有官网的联系电话，全！都！联！系！不！上！
App chat等了2个小时才回复！第二次等了30分钟！
online 在线等30分钟没人接听，自动挂断！
phone call 20分钟无人接听！
你知道的，我还是用他们在线提示的“紧急情况”，也没有人能联系的上！
而且他们还把我的地址寄到不知道什么地方去了！这就是我打电话的原因，太危险了！
trust银行真的是一点也不值得trust！真的是缺什么叫什么！untrustworthy!!!还好我赶紧联系客服注销了，出任何资金问题不可想象！","{'id': 32114795, 'body': '您好，我们自开业以来收到了远超预期的客户申请与咨询，也因此造成了较长的客服等待时间，对此给您带来的不便我们深感抱歉。我们的客服团队已尽其所能缩短每位客户的等待时间，以更提高我们的客户服务与体验。', 'modified': '2022-09-20T03:55:01Z'}"
537,2022-09-14 14:00:07,Apple,Trust,1.0,"Update 2022-09-14: paying the credit card bill from trust’s own savings account is not supported 🤦🏻‍♂️but I can pay from my external bank acct. Update 2022-09-08: Had issues with link points and a few other things. Sent email with screenshots as instructed on the chat. It’s been a week and there's no response or closure via email or call, but someone replied here. Guys, get your basic functionality working and tested, fix your customer service so people actually get served through your official channels instead of having to vent in frustration on a review here.","{'id': 31951233, 'body': ""Hi rssgp, we are extremely sorry to hear you had a bad experience 😔. Thanks for the detailed feedback! We are facing extremely high chat volumes, and the fastest way to reach us immediately is by using the in-app call function. Re: Linkpoints, you have to either use your physical card - or if you haven't received it, then you can add your Trust card to the Fairprice app and scan that before paying to earn base points. Re: Transactions, we sort by recent first, and they may not tally with Apple Pay because some transactions take a few days to be posted (confirmed) in our system. If you have any other questions, feel free to shout 😊💙"", 'modified': '2022-09-11T15:56:36Z'}"
538,2022-09-14 05:52:26,Apple,Trust,1.0,"After so many days of getting stucked at login, finally able to login now. But my $10 vouchers has disappeared, including the ones I successfully referred. I found out that my referral code has been changed. How can this be????","{'id': 31873388, 'body': 'Hi Powerqwwr, we are sorry for the inconvenience caused 😔 We have identified and fixed an issue where some users were unable to log in. Please go to the App Store and update your Trust App SG to version 1.0.4 when it appears. If the issue still persists, kindly call us at our Trust Hotline (313-87878). Thank you!\n', 'modified': '2022-09-06T16:00:20Z'}"
539,2022-09-12 12:02:49,Apple,Trust,1.0,"Chat link so long I cannot click or copy out.
Chat reply took 1 day.
Chat reply no notification.
Unable to make payment using QR code at koi express.
Unable to use nets at koi express too.","{'id': 31999394, 'body': '\u2028Hi YenChuan, we are extremely sorry to hear you are facing problems 😔 We do not support QR code payment and we also do not support Nets, though we are looking into it. As for how to reach us, we are facing extremely high chat volumes and the fastest way to reach us is via an in-app call, or if that does not work then a phone call at 313-TRUST (313-87878). We will be happy to assist! 😊💙\n', 'modified': '2022-09-13T16:36:07Z'}"
540,2022-09-10 01:14:44,Apple,Trust,5.0,"So seamless and easy to open a saving account. Get a S$10 FairPrice E-Voucher by using my referral code YMHTUSFR. Tap on “Use referral code” immediately after you start the app and key in: YMHTUSFR

Can get another extra $25 NTUC voucher after you use your first Visa payment. Got extra free pack of rice & kopitiam breakfast kopi set while stock last!","{'id': 31951220, 'body': ""Hi imawinter, we're glad you like it too. 😍 We hope you enjoy using your Trust App! 😊💙\n"", 'modified': '2022-09-11T15:55:39Z'}"
541,2022-09-04 12:59:44,Apple,Trust,5.0,"Digital Bank in SG with lots of Vouchers to save money. 

 Hey 👋 Sign up for Trust with my referral code. We each get a S$10 FairPrice E-Voucher. 

 Simply download the Trust Bank SG App on the App Store or Google Play Store. Tap on “Use referral code” immediately after you start the app and key in: XHHXUWW8 Find out more on Trust Bank SG website. Terms and conditions apply.","{'id': 31854690, 'body': ""Hi 123rich, we're glad you like it too. 😍 Enjoy your freebies! 😊💙\n"", 'modified': '2022-09-06T01:21:50Z'}"
542,2022-09-05 06:39:27,Apple,Trust,1.0,No payment options for QR codes so cannot be used as a common payment account.,"{'id': 31828277, 'body': ""Hi Wscvfdert, thank you for your review. If you wish to change your password, on the screen where we prompt you for your passcode, there is a link that says 'Forgot passcode?'. Tap that and you'll be able to change your passcode! 😊💙"", 'modified': '2022-09-05T05:36:00Z'}"
543,2022-09-04 06:36:03,Apple,Trust,5.0,"Use my referral code “ UHHQNZFM “ to get a S$10 FairPrice E-Voucher. Simply download the Trust Bank SG App on the App Store or Google Play Store.  Tap on “Use referral code” immediately after you start the app and key in: UHHQNZFM
Find out more on Trust Bank SG website. Terms and conditions apply.","{'id': 31844330, 'body': 'Hi geraldine, welcome to Trust Bank. 😍 Enjoy your freebies! 😊💙\n', 'modified': '2022-09-05T12:48:13Z'}"
544,2022-09-03 15:44:27,Apple,Trust,5.0,"Finally a fun app with all useful features for us! Opening an account was a breeze. Clean UI, smooth UX with lots of perks. Remember to use promo code to get $10 FairPrice voucher during this wonderful launch period. Here’s the promo code FM1X58RW.","{'id': 31828457, 'body': ""Hi Jttc14, we're glad you like it too. 😍 Enjoy your freebies! 😊💙\n"", 'modified': '2022-09-05T05:43:05Z'}"
545,2022-09-01 14:37:46,Apple,Trust,5.0,"App was smooth, account opened quickly within 5 minutes.. linked to my link account automatically..
Lots of rewards available already
TQ4MGVD4 do use this referral code for additional 10 NtUc evoucher","{'id': 31811457, 'body': ""Hey jcjunchi, we are so glad to hear that you like our rewards! 😍 We'll keep working hard to give more value to our users! 💙 💜\n"", 'modified': '2022-09-04T01:22:47Z'}"
546,2022-09-02 06:22:39,Apple,Trust,1.0,A friend forwarded this to me. It seemed harmless. So I decided to sign up for him to get his rewards. However until “your application is being reviewed “. I saw no fields to enter his referral code. I wanted to withdraw but I did see any option either.,"{'id': 31811495, 'body': ""Hi vvz8255185, we are extremely sorry to hear you had a bad experience 😔. The referral code option is actually the first screen you see at the beginning of the app, after choosing your language. Once your application gets through, the fastest way to reach us about the referral code is to leave a message in our in-app chat, we'll get back to you as soon as possible! 😊💙\n"", 'modified': '2022-09-04T01:29:08Z'}"
547,2022-09-01 04:42:28,Apple,Trust,5.0,"The app is easy to use with many features - I can see my bank balances, the number of link points I have accumulated and the deals that my card brings me. Toggling between the different features on the app is also intuitive and fast. Best banking app in the whole of Singapore, JB and some say Batam!","{'id': 31811379, 'body': ""Hey shermicelli, we are so glad to hear that you like our interface! Phua Chu Kang would agree, I think! 😍 We'll keep working hard to give our users more value! 💙 💜\n"", 'modified': '2022-09-04T01:15:59Z'}"
548,2024-04-22 10:11:00,Apple,Trust,1.0,"After 5 days, my application for a Savings Account still pending as shown the app. I’ve applied thru the app and not too sure whether it’s hang or what. No response whatsoever and I feel helpless after providing all my particulars. Is this a bogus app by Trust Bank? SOS…",
0,2024-01-06 16:07:27,Apple,MariBank,5.0,I liked the idea where its a online bank without the use of card so that the money wont be touched as much. Easy sign up process with good interest rate now!,"{'id': 41151305, 'body': 'Dear felthebest, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience.', 'modified': '2024-01-08T14:50:49Z'}"
1,2023-03-08 11:39:10,Apple,MariBank,5.0,The onboarding process was really quick and straightforward. Happy that I can start earning a high interest after making a deposit without having to do anything else,"{'id': 35301924, 'body': 'Dear Surya, thank you for giving MariBank a 5 star review. We take this as an encouragement and we will strive to consistently provide you with a pleasant banking experience. ', 'modified': '2023-03-10T01:12:37Z'}"
