id,date,bank,client,rating,sentiment,intent,service,issue,review
379,44835,Trust,Apple,1,Positive,Praise,C,C2,"Collect personal data from singpass, get your passport scan and refuse to open an account without giving any explanation. Support is not helpful, respond with default phrases such as: we are able to disclose anything… scam"
380,44805,Trust,Apple,1,Positive,Complaint,D,D2,BEWARE!!! TRUST bank is not fully setup! Can’t repay credit card bill via its own bank account (that’s crazy!) and no instructions for cheque repayment. Other banks like OCBC and UOB can’t setup to repay while POSB/DBS can setup however yet to confirm whether it will go through; this is my first month testing this card.
381,44805,Trust,Apple,1,Neutral,Complaint,A,A3,Applied saving and went through. But ended up option not available to apply for credit card. This should be be happening when it’s a digital bank.
382,44805,Trust,Apple,5,Neutral,Praise,C,C2,"Beautiful app, cute illustrations, don't make you feel like a bank app and great savings"
383,44896,Trust,Apple,1,Negative,Feedback,A,A3,"Having issues logging in via SingPass, it just keeps showing the message ‘We are unable to log you in with SingPass right now. We are working on it, please try again later’. Doesn’t seems like there any other way to login"
384,45323,Trust,Apple,5,Neutral,Feedback,B,B2,I haven’t seen a signup process so easy as the one of Trust bank.
385,45323,Trust,Apple,5,Positive,Feedback,A,A3,I love the new design. Super clean and faster than before. Keep it up!
386,44835,Trust,Apple,5,Negative,Complaint,A,A3,Amazing work TRUST. The daily facts are a nice touch. Super easy to use and easy on the eye. Also instant approvals and low cost insurance are great touches.
387,45170,Trust,Apple,5,Positive,Feedback,A,A3,"Nice card to have, with all the perks and benefit. 
Credit availability and flexibility is there too. 👍🏻 
Rewards is good too."
388,44896,Trust,Apple,5,Positive,Praise,D,D2,"for people that doesn’t have passioncard nor visa, it’s recommended to get this. its even free"
389,44805,Trust,Apple,5,Neutral,Praise,B,B2,"Awesome app - easy to use and very short waiting time. Nothing to complain about, absolutely LOVED it!"
390,44866,Trust,Apple,4,Negative,Praise,C,C2,Can i check why log in via singpass keep on error?
391,45047,Trust,Apple,3,Neutral,Praise,D,D2,Find it strange that with so many 1 Star ratings and so many critical reviews and complaints that it’s a 4.8 rating for the app? Would the app developer care to explain
392,45078,Trust,Apple,2,Neutral,Complaint,B,B2,"Spent in Malaysia on 10-May. Google rate is 3.35, money changers is 3.25, Trust rate is only 3.001. very disappointed. should have used my other cards that gave much better rates. And Trust still advertise that their rate is similar to Google's."
393,44835,Trust,Apple,5,Positive,Complaint,A,A3,The UXP is good. I’m waiting for the credit card launch.
394,44866,Trust,Apple,1,Positive,Complaint,A,A3,"It forces you to use phone app. You can’t do anything otherwise. They don’t even offer iPad app. 
Vision abilities deteriorate as you are aging and I prefer internet banking via computer because font is too small on smartphone but it look like trust bank discriminates people by age"
395,44805,Trust,Apple,5,Positive,Feedback,A,A3,"Amazing UI/UX, the screens are all so accessible and intuitive🙂 good promotional offerings. Hope i can win the Tesla🙏🏻🙏🏻"
396,44805,Trust,Apple,1,Negative,Feedback,D,D2,"I am not able to login in when my account was deleted due to some reasons. 

Delete apps and re-install still the same. 

Redo new registration also cannot.  Feel sad of this system."
397,44805,Trust,Apple,1,Neutral,Praise,D,D2,"Mine is iPhone 8 old model but with latest iOS. The screen stuck half way of applying credit card, and cannot see button to proceed next step, so I quit.."
398,44774,Trust,Apple,5,Negative,Complaint,A,A3,Fast and frictionless onboarding experience! Clean design. Card rebates and 1.4% interest rate rocks! Free 2 months insurance rocks! What's there not to love?! Trust in Trust. ❤️
399,44805,Trust,Apple,5,Neutral,Feedback,D,D2,"Referred to many friends and received enough vouchers for next 2 months of grocery, yay!"
400,44896,Trust,Apple,1,Negative,Feedback,D,D2,"Hi, 

Hope this help.

I kept receiving notifications but when login to the app, I don’t know what you want me to see or what you want to notify me. I don’t see new transactions and I don’t see new message. Can you improve on that? Don’t just tap me and run off……."
401,44805,Trust,Apple,5,Negative,Complaint,C,C2,Awesome experience with application process. Less documentation
402,44805,Trust,Apple,1,Neutral,Feedback,A,A3,"that’s all I get after tapping “I Agree” to use myInfo. App hangs. Tried reinstalling, still the same issue. SingPass shows that Trust bank has retrieved my profile successfully every time. So, what went wrong?"
403,44986,Trust,Apple,5,Neutral,Complaint,D,D2,Friendly use👍
404,44805,Trust,Apple,5,Neutral,Praise,A,A3,Fast & efficient
405,44805,Trust,Apple,5,Negative,Complaint,C,C2,"App works well, initially took quite long for application to be approved"
406,45200,Trust,Apple,1,Neutral,Complaint,C,C2,"After so long, the app still unable to adjust and up the credit limited. All the CR team said was unable to do it. I just don’t understand why it’s so difficult to do it. Digital banking, more like more barrier"
407,45170,Trust,Apple,5,Positive,Praise,D,D2,Easy to use. Best is no FX charges!!!
408,45108,Trust,Apple,5,Neutral,Complaint,A,A3,The exchange rate is better than changing cash.
409,45078,Trust,Apple,3,Positive,Feedback,B,B2,"Once change Touch ID/Face ID, no way to get it back except to re-download and re-login. Most bank has setting to toggle. Please add thanks"
410,44805,Trust,Apple,1,Negative,Complaint,C,C2,"I can’t log in after changing phone. Contact the helpline, tell me they will get back to me within 3 working days. Till now still no updates and still can’t log in. I have no way to access my money inside😡"
411,44805,Trust,Apple,1,Neutral,Complaint,A,A3,"Unable to log in and keep loading even after several times trying, uninstall and reinstall the app.
Feel frustrated."
412,44805,Trust,Apple,2,Positive,Complaint,D,D2,A reinstall is required to enable or disable biometric authentication and there is no option to update mobile number. These should be fundamental features to meet MVP.
413,45200,Trust,Apple,5,Neutral,Feedback,B,B2,"Shoutout to the designers and developers, by far the best app experience out of all the banks."
414,45139,Trust,Apple,5,Neutral,Feedback,D,D2,"Fast and hassle free
Offer attractive rates 
Will recommend more ppl to use"
415,44896,Trust,Apple,5,Neutral,Complaint,A,A3,"convenient, looking forward to card returning"
416,44986,Trust,Apple,1,Positive,Praise,D,D2,I made payment for my card by the due date. But the outstanding amount was still reflected on the app. I have to call the hotline to check if they received the payment or not. I do not want to be slapped w late fees for nothing.
417,45078,Trust,Apple,1,Neutral,Feedback,C,C2,I applied for a cc but was rejected. Unknown reason given even when the credit report shows GX for the risk grade. They are discouraging people from getting their card before any credit card sign ups with other banks first.
418,44927,Trust,Apple,2,Positive,Feedback,B,B2,Downloaded the app but been unable to log in using Singpass without error. No help option available to get immediate support.
419,44866,Trust,Apple,5,Negative,Praise,B,B2,I can say the fluent user experience and app design is the best among all Singapore bank.
420,44896,Trust,Apple,1,Neutral,Praise,A,A3,I’ve been trying to access the app for more than a week. However it can’t load and keep showing something went wrong and tap “try again”. Doesn’t work. 😫
421,44805,Trust,Apple,5,Positive,Complaint,A,A3,"Looks 100x better than OCBC app, that's why I'm here"
422,44805,Trust,Apple,1,Positive,Feedback,C,C2,Keep showing error something went wrong at the page to click “I Agree” after allowing app to retrieve my info from SingPass”. Tried many times still the same…
423,45352,Trust,Apple,1,Negative,Praise,D,D2,Never have I ever experience such a lousy customer service from a bank itself and the worst bank to have a credit card with
424,44927,Trust,Apple,1,Neutral,Complaint,A,A3,What do you mean by unable to reveal reasons for my failed application of credit card? How are we going to continue earning LinkPoints? This is the first time ever in my 30 years of credit card application!!
425,44835,Trust,Apple,1,Neutral,Praise,A,A3,"Nobody answers the 24/7 hotline and reply to the messages sent to them.

This shouldn’t be the standard for a digital bank. There are still many other responsive digital banks out there."
426,44805,Trust,Apple,5,Negative,Feedback,B,B2,I don't need to use excel to earn the bonus linkpoints
427,44805,Trust,Apple,5,Neutral,Praise,A,A3,Linkpoints auto reflected immediately and many great value coupons!!
428,44805,Trust,Apple,2,Negative,Praise,D,D2,I tried to apply for a card but the app hung at notifications after getting my info.
429,44986,Trust,Apple,5,Neutral,Complaint,A,A3,User friendly and easy to use.
430,45078,Trust,Apple,2,Negative,Complaint,C,C2,Hard to find options. I had to goggle many times just to activate paynow. Plz make it simple so that everyone can use easily
431,44805,Trust,Apple,4,Neutral,Complaint,D,D2,"Can’t re-activate face biometric in app after changing Face ID, have to delete and download app again"
432,44927,Trust,Apple,2,Neutral,Praise,A,A3,I reinstalled the app and I cannot login anymore via Singpass. Now I cannot access my account. It seems I am not the only one with this problem.
433,45139,Trust,Apple,5,Neutral,Feedback,C,C2,So far the connection is fast. Good
434,44805,Trust,Apple,5,Positive,Praise,B,B2,"YZTQQZ5Y, 10 dollar each! 

This will be a great progress for our ntuc card"
435,44927,Trust,Apple,2,Negative,Complaint,C,C2,Unable to use MyInfo to apply credit card as the app prompts error message. Something went wrong. Using iPhone 13 pro.
436,44896,Trust,Apple,1,Neutral,Feedback,B,B2,"Frustrating experience to use this card, can’t cancel the insurance bit. NTUC CS just ping pongs the customer back and forth. I’ll think twice abt getting their insurance products in the future.

Cancel it immediately if u can. M"
437,44805,Trust,Apple,5,Neutral,Complaint,C,C2,Pleasant experience and easy to navigate!
438,44958,Trust,Apple,5,Positive,Feedback,C,C2,I paid using E wallet fast transaction and secure.
439,44958,Trust,Apple,2,Positive,Praise,D,D2,They charge you 100 bucks even if you have an outstanding of 5 bucks . Ever since that I’ve stopped using the card .
440,44805,Trust,Apple,5,Positive,Complaint,D,D2,I’m learning something new about singapore with their fun fact of the day. Cool touch! Can I add more fun facts?
441,44835,Trust,Apple,1,Positive,Feedback,C,C2,"Applied 2 weeks ago and app is still at pending page. Yet to receive any email or call from either. 

Not sure if things are really that Trustable 🤨"
442,44805,Trust,Apple,5,Positive,Praise,C,C2,By far simplest and best banking app I have ever used
443,45170,Trust,Apple,5,Negative,Complaint,D,D2,Simple and convenient approval process. Love it! ❤️
444,44805,Trust,Apple,5,Negative,Praise,D,D2,The whole process was done in a breeze. Loving the speed!
445,45139,Trust,Apple,1,Negative,Feedback,C,C2,"Was trying to increase limit to consolidate local expenses, apparently it does not have increase limit feature but has DECREASE limit feature. Pffft. What a joke!"
446,44927,Trust,Apple,1,Negative,Feedback,D,D2,"Hi my payment is due, and it seems I can’t login the app with my Singpass and since you have hide the credit card number(physically) I can’t pay if I don’t know the credit card number! Please help!"
447,44835,Trust,Apple,1,Negative,Praise,D,D2,The app has seen so many updates in the last 2 weeks yet my application is still pending. Update: more than a month and still no response. Useless bank.
448,44835,Trust,Apple,2,Negative,Feedback,A,A3,"This is a Debit card not Credit Card.  So, need to put money in the account given by Trust then can use the card.

App can write review only after I uninstalled the app."
449,44927,Trust,Apple,1,Negative,Feedback,C,C2,Been trying a few times but a msg always come in saying try again later i try installing and uninstalling but it’s the same
450,44927,Trust,Apple,2,Positive,Praise,B,B2,"I’m attempting to register using Singpass, but upon the page where I authorise the usage of my personal details to fill up some forms I got an error. How do I proceed ??"
451,44896,Trust,Apple,4,Negative,Feedback,C,C2,As my friend is EP holder but unable to proceed to open a saving account. Kindly advise.
452,44805,Trust,Apple,1,Positive,Complaint,D,D2,App says unable to proceed with credit card application without specific reason. Tried to chat with online chat help but no response.
453,45231,Trust,Apple,5,Negative,Praise,C,C2,"Easy to use. Lots of discount and 
Great offers"
454,45170,Trust,Apple,5,Positive,Feedback,A,A3,Trust card is so good! So many surprises! I always look forward to such surprises.
455,45078,Trust,Apple,5,Positive,Complaint,C,C2,Excellent by service provider staff
456,45231,Trust,Apple,5,Neutral,Feedback,A,A3,Convenience and key is no charge for withdrawal of cash
457,44896,Trust,Apple,1,Positive,Praise,C,C2,"How am I supposed to believe in a digital only bank when the money I transferred to another bNk account disappears into thin air? And, the best part of it all? Transaction wasnt captured and customer service is non-existent.

Let me warn you: do not TRUST and use this app — youve been warned!"
458,44805,Trust,Apple,1,Neutral,Complaint,D,D2,"I have tried several times. But everytime after approving singpass login, it got stuck and tell me to on notifications which Was already on."
459,44805,Trust,Apple,2,Negative,Feedback,D,D2,Keep showing “enable notifications for better security” and stuck there after selecting my info
460,44896,Trust,Apple,5,Positive,Feedback,C,C2,it’s a very useful app as i run a mini business!
461,44835,Trust,Apple,5,Neutral,Complaint,C,C2,"Trust is good, helping me interest earning, saving at fairprice and also not fees. I'm loving it!"
462,44866,Trust,Apple,1,Neutral,Complaint,C,C2,Trying to apply account by login my info but system goes freeze after login via SingPass and nothing can be done. Please check and troubleshoot ASAP
463,44805,Trust,Apple,5,Neutral,Feedback,B,B2,Please add a widget to show me offers near me
464,44805,Trust,Apple,5,Positive,Praise,D,D2,"Reliable app, speed is good and I'm happy so far"
465,45170,Trust,Apple,5,Positive,Praise,B,B2,Nice surprise gift for a little spent of less than $15! Thanks
466,44866,Trust,Apple,2,Negative,Complaint,A,A3,"After singpass identification, the whole application stage fails as there’s an error on Trust app coming back from Singpass app. Please fix asap"
467,44805,Trust,Apple,1,Neutral,Praise,C,C2,As a person who apply over 70 credit card. This is the worst application and app. App still unable to open after 3/9/22 update. Ridiculous. Calling into support hanging there 10-20 mins no live agent.
468,45200,Trust,Apple,4,Negative,Feedback,A,A3,Face Id is not working on iphone 15 pro max need to enter passcode every time.
469,44805,Trust,Apple,5,Neutral,Complaint,C,C2,"Honestly, once Trust enables international transfers with 0 fees, I’m cancelling my Wise account."
470,45139,Trust,Apple,3,Neutral,Feedback,C,C2,I love using trust card very simple n easy payment n fast !
471,44805,Trust,Apple,1,Neutral,Praise,D,D2,I am still waiting for my card approval. It’s been a week and you say you will get back to me in 3 business days! No sound at all.
472,45047,Trust,Apple,1,Positive,Praise,D,D2,"Why do we need to turn on mandatory notifications to log in, absolutely ridiculous"
473,44805,Trust,Apple,5,Negative,Praise,A,A3,It’s very clean but the UX can be improved. Offerings not bad… Redeemed my Gojek coupon! Thanks Trust!
474,44896,Trust,Apple,1,Neutral,Feedback,A,A3,"Applied for credit card, waited 3 months, re-applied as office asked me. Status is always pending and no way to cancel the application as I don’t want it anymore."
475,44835,Trust,Apple,1,Neutral,Praise,D,D2,The application took more than one week and still pending. Customer service hotline is unreachable. You even Cannot contact to cancel the application
476,44986,Trust,Apple,5,Neutral,Complaint,D,D2,"the voucher is issued upon my first Trust transaction! it was not even a big transaction!
Thanks FairPrice!"
477,45352,Trust,Apple,1,Negative,Praise,B,B2,"Don’t believe them if they say they’ll contact you. The agents also don’t seem to know how to help you, they can’t tell you what’s the issue."
478,45108,Trust,Apple,2,Negative,Complaint,D,D2,App can’t open couple weeks even updated
479,44835,Trust,Apple,2,Negative,Praise,C,C2,"Login by Singpass, but not show address and unavailable to open account. Q&A also cannot find"
480,44805,Trust,Apple,1,Positive,Complaint,D,D2,"i try to apply for the trust bank sg saving card not it’s keep on pending on my application. WHAT THE HELL IS THIS??? Seriously wasting my time keep on starring on my phone for more den 10 min… Won’t recommend this trust bank to my friend,family n colleagues."
481,44805,Trust,Apple,1,Negative,Praise,C,C2,It will fail to work if you change phone with the app installed then the new phone can’t transfer money for 12hrs I think. This is a super bad flaw
482,45047,Trust,Apple,3,Negative,Feedback,D,D2,"Yes, agreed with earlier review. Support staff just hang up while u trying to response.

Also, when try to add reviews, k/b doesn’t pop up on this app only.

After so long in the market, there are still so many issue to fix. Terrible. 

Can even tap the start above to give one star👎"
483,44774,Trust,Apple,5,Negative,Feedback,A,A3,Easy and user friendly apps!
484,44866,Trust,Apple,1,Neutral,Complaint,A,A3,It’s such a regret already two weeks the link points earned from Trust does not sync nor credit with my link card!  Neither ppl from Trust or Link can solve the issue! Instability of the joint venture!
485,45231,Trust,Apple,5,Positive,Complaint,A,A3,Love the perks that I receive while I am spending!!
486,45017,Trust,Apple,1,Negative,Praise,D,D2,Why is the number of awarded coupons is being removed in the latest version?
487,44835,Trust,Apple,4,Positive,Complaint,B,B2,alot places have QR scan for paynow but sadly trust still doesnt have it yet
488,44805,Trust,Apple,1,Neutral,Praise,D,D2,"The helpline does not pick up your calls and the chat function consists of agents disconnecting immediately after ""It's sad that I didn't manage to complete the conversation with you""."
489,45231,Trust,Apple,5,Negative,Feedback,C,C2,"haven’t encountered a issue with this app, provides many rewards for usage aswell as allowing easy access to things w/ high security"
490,45139,Trust,Apple,1,Positive,Praise,A,A3,Luckily i did not put large amount here as i wana test this acct. I did a count back from earlier and the amount not tally. Supposed to hv $30+ bt now left $1? Anybody gt d same problem?
491,45047,Trust,Apple,1,Neutral,Complaint,B,B2,My savings account application got automatically declined and customer service is unable to help me. Completely stupid bank.
492,45108,Trust,Apple,1,Negative,Praise,B,B2,App is refusing to close the “allow push notifications” screen. Forcing users to enable this just to use the app is a bad UX decision. 👎
493,44896,Trust,Apple,5,Negative,Praise,B,B2,Easy and fast
494,44986,Trust,Apple,1,Neutral,Complaint,A,A3,Customer service officer has extremely poor comprehension and communication skills. No knowledge of bank plans. Zero assistance. I’m going close my account. The worst bank.
495,44896,Trust,Apple,1,Neutral,Praise,C,C2,"Phone number is not there yet cannot fill in or continue with application, you need to resolve this issue or nobody will use your app!"
496,45139,Trust,Apple,5,Neutral,Feedback,C,C2,"Best card to use
Keep it up 👍👍"
497,44805,Trust,Apple,3,Neutral,Complaint,A,A3,Hi may I know why can’t register paynow account or phone how to top up acc or deposit
498,44805,Trust,Apple,1,Positive,Praise,A,A3,"Very difficult to reach them via their line, put on hold for more than 20 minutes and kept waiting!!🤦‍♀️🤦‍♀️🤦‍♀️"
499,45170,Trust,Apple,5,Neutral,Praise,A,A3,No comment so far.😊 Thanks 🙏
500,44805,Trust,Apple,2,Positive,Complaint,D,D2,App not loading after upgrade to ios16
501,44805,Trust,Apple,1,Positive,Feedback,C,C2,App unable to load. It was stuck in main page since forever.
502,44896,Trust,Apple,5,Neutral,Complaint,D,D2,Very easy to. Give and get
503,45108,Trust,Apple,1,Negative,Praise,B,B2,Not sure what is happening. I still get notifications but cannot launch the app at all!
504,44927,Trust,Apple,5,Neutral,Complaint,A,A3,Easy to redeem voucher
505,44896,Trust,Apple,1,Negative,Complaint,A,A3,"Credit card holders beware .
Despite notification of e-statement being issued,
app still does not display credit card statement.

Hence, card holders might miss bill payment ."
506,44805,Trust,Apple,1,Negative,Praise,D,D3,How an app on earth failed to sign up a new account. That is a lousy start for a user. Do you still dare to use their service onward? I think twice. Good luck
507,44805,Trust,Apple,1,Negative,Feedback,C,C2,Very disappointed with Trust. Now I don’t even know the status of my application as the app doesn’t refer any assistance on this.
508,45017,Trust,Apple,1,Neutral,Praise,B,B2,"Lousy app n customer service. They charge u so many hidden interest. Call customer service, different people tell different answer."
509,45200,Trust,Apple,4,Neutral,Praise,A,A3,Generally good & customer service staff are courteous & well equipped with the products knowledge
510,44866,Trust,Apple,1,Neutral,Praise,C,C2,Unable to apply for the card through myInfo as it is showing some sing pass error
511,44805,Trust,Apple,1,Negative,Feedback,A,A3,It’s a scam as they will ask you to deposit a minimum amount and charge you a monthly fee for it! Customer Service doesn’t answer too!
512,45261,Trust,Apple,1,Positive,Praise,B,B2,"When I registered keep showing me something went wrong , please try again later"
513,44805,Trust,Apple,5,Positive,Feedback,A,A3,not sure if it’s interesting enough for Gen Z but defo works for me as an uncle.
514,45200,Trust,Apple,1,Neutral,Feedback,D,D3,Only option is try again and it doesnt work
515,45170,Trust,Apple,1,Positive,Praise,D,D3,"Sign up was unsuccessful even when I have met all requirements. Spoke to the CS and the live chat, all came with no solutions. Then how am I to apply for the card?"
516,44896,Trust,Apple,4,Negative,Feedback,D,D3,"Hi,

I went overseas and upon return i try to open app and i got error message as ""Sorry Something went Wrong, we are working on getting this fixed.""  How can i resolve this issue

Regards
G Jayachandran"
517,44835,Trust,Apple,5,Positive,Feedback,D,D3,Thanks a lot.
518,44986,Trust,Apple,2,Neutral,Complaint,D,D3,"Used their gojek stamp card and coupon. Super quick and efficient in awarding, but the redeeming process can be made more automatic."
519,44896,Trust,Apple,4,Positive,Complaint,C,C2,Well done n keep up the good work 🌈👍.
520,44896,Trust,Apple,5,Positive,Complaint,D,D3,It’s very convenient!
521,44805,Trust,Apple,1,Negative,Complaint,A,A3,"I went to NTUC to try out the trust ‘credit card’, I was told I could use it as there is no money inside ?! Is the card credit card or…….."
522,44805,Trust,Apple,1,Negative,Praise,D,D3,Not sure why but after signing up all the app does is showing the pixelated T logo and not responsive.
523,44805,Trust,Apple,3,Negative,Complaint,A,A3,"Where is the instant approval? oMG
Unlike other bank like HSBC, OCBC and SCB,
Instant approval only take about 3 minutes, but this APP …. I also dun know how to say la"
524,45139,Trust,Apple,1,Negative,Feedback,A,A3,"App prompted “Something went wrong” we are working on it. It has been 2 days, and I wonder how efficient is Trust Bank?"
525,45352,Trust,Apple,4,Positive,Praise,C,C2,Fast n easy
526,45170,Trust,Apple,1,Neutral,Praise,C,C2,"I have previously apply the cc card like 1 year ago and have it cancelled.
Wanted to reapply and it will never get thru.
No one is there to assist.. 🤦🏻‍♂️"
527,45047,Trust,Apple,3,Neutral,Complaint,D,D3,"When click on the Face ID icon, not able to start the Face ID"
528,44805,Trust,Apple,1,Negative,Praise,B,B2,"Application in pending status took forever , 3 weeks still the same"
529,44805,Trust,Apple,1,Positive,Feedback,A,A3,There’s no link or option to apply for Ntuc visa credit card
530,45170,Trust,Apple,1,Negative,Praise,D,D3,"Already 2 weeks cant load in the apps, what is going on? Can pls fix the problem! Tks!"
531,45017,Trust,Apple,1,Negative,Complaint,A,A3,Why are all the deals dumped in a single page?  What about categories or filters?
532,45017,Trust,Apple,1,Neutral,Praise,B,B2,Always have error when applying saving account and credit card. Give up
533,45170,Trust,Apple,5,Negative,Feedback,D,D3,"Application & reception of this Credit card is seamless & efficacious.

This app is easy to use!

The benefits from this Credit Card is useful and practical.

😃"
534,44896,Trust,Apple,1,Negative,Complaint,A,A3,The app has issue for new sign up. It just always stop at the Name On Card page. Just unable go thru that step. Pls enhance the necessary for the app.
535,44896,Trust,Apple,5,Negative,Complaint,C,C2,because its good
536,44958,Trust,Apple,1,Negative,Complaint,B,B2,Not working after software update
537,45231,Trust,Apple,5,Neutral,Feedback,C,C2,Thanks for the free drink! Every bit of help to fight inflation is much appreciated!!!
538,44835,Trust,Apple,1,Neutral,Feedback,D,D3,Credit card application submitted for more than 40 days without any notice or processing. No one answered phone calls.
539,44896,Trust,Apple,5,Negative,Complaint,A,A3,very convenient and accesible
540,45292,Trust,Apple,5,Neutral,Feedback,B,B2,Perfect banking experience
541,44805,Trust,Apple,2,Negative,Complaint,C,C2,Waiting near 1 month still processing … very slow..
542,44805,Trust,Apple,1,Neutral,Feedback,C,C2,Takes ages to approve App bot does not work Call centre — on hold for > 30 mins until phone goes dead Bad & frustrating start . Deleted app .
543,44896,Trust,Apple,5,Neutral,Feedback,B,B2,It’s a very reliable app
544,44805,Trust,Apple,1,Neutral,Praise,D,D3,"24/7 support is fake. App is unable to support this and 8 hours later, still no response"
545,45017,Trust,Apple,1,Neutral,Praise,D,D3,Hi i received an invitation email from Singtel regarding this app. I already log in to my Singpass and what i get back answer is my application cannot be approved. What is this GSX doing???! Then why send me invitation.
546,44805,Trust,Apple,5,Negative,Feedback,A,A3,It’s a spectacular banking app. Love the onboarding experience!!
547,44986,Trust,Apple,5,Positive,Feedback,D,D3,Super card and helpful to NTUC members like me.A big thanks 😊
548,45047,Trust,Apple,1,Negative,Complaint,D,D3,I did not understand why I register my card to the EZ link portal trust bank will charge 0.10 cent for each transaction
549,44896,Trust,Apple,1,Negative,Complaint,B,B2,I am now unable to login to my account. I was told I did not have one when I contacted CS. How can you have lost my account and money?
550,44805,Trust,Apple,1,Neutral,Feedback,A,A3,"I cannot get the app to work even after reinstalling umpteen times. It get stuck on after password entry with the blue T animating. 
Mine is a Ip8"
551,44805,Trust,Apple,1,Neutral,Complaint,D,D3,"Sign up first day, second day coupon goes missing? What sort of “trust” is that?"
552,44896,Trust,Apple,1,Neutral,Praise,A,A3,This app did not follow paynow specifications for merchant reference to support alphanumeric AND special characters. We can’t pay at all !!!
553,44896,Trust,Apple,5,Negative,Praise,D,D3,Very useful and easy
554,44835,Trust,Apple,5,Neutral,Praise,B,B2,Love the interest rates and good offers
555,44805,Trust,Apple,1,Negative,Complaint,C,C2,Trying to login for the first time after joining and registering. But the app is stuck at loading.
556,44896,Trust,Apple,1,Neutral,Complaint,B,B2,Cannot open the Apps after down loading.
557,44896,Trust,Apple,5,Neutral,Feedback,A,A3,this app is the best
558,44805,Trust,Apple,1,Positive,Praise,B,B2,The app does not load on my iPhone XS after updating the app. Please fix this asap as this affects my banking transactions. thanks
559,44896,Trust,Apple,1,Neutral,Feedback,D,D3,I App only got rich people use only. I was rejected without any reason and I only apply Saving account. This is the worst App I ever encountered.
560,44805,Trust,Apple,1,Positive,Complaint,C,C2,Then after signing up.  I can’t even login to the app.  Very slow login and reply.  IT needed upgrading
561,44805,Trust,Apple,2,Negative,Feedback,C,C2,"Was so excited to open my first digital bank but it’s was declined unsuccessful application.

Tried to reach out via live chat, waited 5 mins no response.

Then turned to hotline, waited 8 mins no response.

I give up."
562,44835,Trust,Apple,5,Neutral,Complaint,B,B2,"I am
Loving it"
563,44896,Trust,Apple,5,Neutral,Praise,C,C2,it’s easy to use
564,44927,Trust,Apple,4,Negative,Complaint,A,A3,How about downloading a monthly statement?
565,44927,Trust,Apple,5,Negative,Praise,D,D3,"Fast, easy and trust company."
566,44835,Trust,Apple,1,Neutral,Complaint,D,D3,"Do not redeem at 296A BB if you can, service is poor and food is not nice. Saw the staff been rude to the customer in front."
567,44805,Trust,Apple,1,Positive,Complaint,A,A3,"As the title suggest.. contacted line chat, no response"
568,45017,Trust,Apple,1,Neutral,Feedback,A,A3,Highlighted the bug and was told will resolve in 1 week. Thats long for a bank app
569,44805,Trust,Apple,5,Negative,Complaint,C,C2,"Hiiii 5 stars for the app, but can NTUC restock their rice faster please?Sleek app"
570,44896,Trust,Apple,1,Negative,Feedback,D,D3,"Don’t bother, the vouchers are used, and there are loads of suspicious stuff on here, read the other reviews. I doubt they are backed by Stan Charted, seriously"
571,44958,Trust,Apple,3,Positive,Complaint,A,A3,"Hi how do I reach customer service. If I call scb , will they entertain me ?"
572,45017,Trust,Apple,1,Neutral,Feedback,D,D3,Very slow and not helpful.
573,44896,Trust,Apple,5,Negative,Complaint,D,D3,because it’s very cool
574,44805,Trust,Apple,1,Negative,Complaint,D,D3,Applied the saving accounts and no response since then.
575,44805,Trust,Apple,1,Neutral,Complaint,A,A3,Unable to fully display the screen content on iPhone se
576,45139,Trust,Apple,1,Negative,Praise,D,D3,Even genshin impact loads the game's world quicker than this card app lol
577,44958,Trust,Apple,4,Neutral,Complaint,A,A3,To use
578,44805,Trust,Apple,1,Negative,Feedback,D,D3,Very useless app
579,45170,Trust,Apple,1,Neutral,Praise,A,A3,"Terrible app. Led to the app for application but despite multiple attempts, can’t verify though Singpass."
580,45139,Trust,Apple,1,Negative,Feedback,C,C2,"currently there are 3 digital banks. gxs offered 3.48% (to be reduced to 2.68% soon) just for parking your money. maribank offered 2.5%, also just for parking your money. trust bank offered 1.5% for non members and 2% only after you have made 5 transactions. this bank is the joker among digital banks."
581,45078,Trust,Apple,4,Negative,Praise,B,B2,Very good functions
582,44896,Trust,Apple,1,Positive,Feedback,A,A3,Down for a few days but not yet solved. Unexpected for this.
583,44896,Trust,Apple,5,Negative,Praise,D,D3,this is good
584,44835,Trust,Apple,4,Positive,Praise,A,A3,"So far the app itself is
Much smoother than DBS/POSB"
585,44835,Trust,Apple,1,Neutral,Praise,B,B2,I believe I have waited for more than a month… how efficient is this?
586,44958,Trust,Apple,5,Positive,Feedback,C,C2,Very easy to use! Thanks
587,44805,Trust,Apple,1,Neutral,Complaint,C,C2,Please dont launch the app if you are not ready!!
588,44805,Trust,Apple,5,Positive,Praise,B,B2,"Good offers, I got free grocery for this week, yay!"
589,44896,Trust,Apple,5,Negative,Complaint,B,B2,As titled
590,44896,Trust,Apple,4,Neutral,Complaint,B,B2,Thanks to trust
591,44805,Trust,Apple,1,Neutral,Complaint,A,A3,"I was referred to apply this app but  after 10days still appeared pending, never see such slower approval"
592,44805,Trust,Apple,2,Positive,Feedback,A,A3,What’s with 🤷🏻‍♂️all those emojis clogging up your 📩📮📨emails and text messages. Try to look more 🕵🏻‍♂️🕵️👩‍🏫👨‍🏫professional! 😩😫😖😣🍎🏃😰😥⌛️😥💨🤮
